0	1.000000
1	0.938200
2	0.909400
3	0.892600
4	0.892000
5	0.879600
6	0.875400
7	0.874800
8	0.882200
9	0.873400
10	0.869400
11	0.870200
12	0.868400
13	0.868400
14	0.871400
15	0.873400
16	0.863200
17	0.864400
18	0.866400
19	0.875200
20	0.871800
21	0.871000
22	0.878000
23	0.874600
24	0.875200
25	0.866200
26	0.868200
27	0.872400
28	0.874600
29	0.873200
30	0.877000
31	0.868200
32	0.872600
33	0.867000
34	0.864600
35	0.864200
36	0.869200
37	0.875200
38	0.877600
39	0.866400
40	0.873200
41	0.861200
42	0.864600
43	0.866800
44	0.872800
45	0.861600
46	0.863800
47	0.851600
48	0.856800
49	0.849000
50	0.852800
51	0.854800
52	0.853800
53	0.847600
54	0.852800
55	0.853600
56	0.866600
57	0.859400
58	0.860200
59	0.865400
60	0.874400
61	0.871400
62	0.868000
63	0.862400
64	0.870200
65	0.862600
66	0.862400
67	0.866200
68	0.866200
69	0.872400
70	0.869800
71	0.869800
72	0.864200
73	0.864000
74	0.860000
75	0.869600
76	0.875800
77	0.874200
78	0.861400
79	0.867400
80	0.865200
81	0.868400
82	0.862400
83	0.865000
84	0.874000
85	0.858000
86	0.866400
87	0.862400
88	0.856000
89	0.847600
90	0.859000
91	0.870600
92	0.868800
93	0.862600
94	0.866400
95	0.870000
96	0.880400
97	0.877000
98	0.869600
99	0.875800
100	0.871400
101	0.870800
102	0.874400
103	0.872400
104	0.873800
105	0.867400
106	0.868400
107	0.859000
108	0.860000
109	0.862600
110	0.873000
111	0.873200
112	0.878600
113	0.877200
114	0.871800
115	0.877600
116	0.872600
117	0.871800
118	0.863800
119	0.862000
120	0.857600
121	0.855800
122	0.865400
123	0.865200
124	0.870400
125	0.873000
126	0.866800
127	0.866200
128	0.869200
129	0.873200
130	0.884400
131	0.868400
132	0.865600
133	0.868200
134	0.861400
135	0.863000
136	0.870200
137	0.865400
138	0.871200
139	0.866200
140	0.865400
141	0.860200
142	0.866800
143	0.870800
144	0.860600
145	0.862200
146	0.866400
147	0.862800
148	0.869800
149	0.873800
150	0.859600
151	0.861200
152	0.859400
153	0.862800
154	0.855200
155	0.855800
156	0.867200
157	0.860000
158	0.857400
159	0.857600
160	0.854800
161	0.849600
162	0.858200
163	0.854000
164	0.855000
165	0.853000
166	0.853800
167	0.850600
168	0.851000
169	0.841200
170	0.842800
171	0.842800
172	0.844200
173	0.853400
174	0.850600
175	0.847400
176	0.851000
177	0.859800
178	0.855400
179	0.854800
180	0.853000
181	0.868600
182	0.866000
183	0.863800
184	0.861400
185	0.860400
186	0.857600
187	0.853600
188	0.859200
189	0.858600
190	0.858000
191	0.861200
192	0.864000
193	0.870800
194	0.875000
195	0.870400
196	0.875600
197	0.867000
198	0.874200
199	0.879400
200	0.885800
201	0.873800
202	0.870800
203	0.873600
204	0.871600
205	0.871200
206	0.868000
207	0.878800
208	0.886400
209	0.884200
210	0.873000
211	0.867600
212	0.867200
213	0.878200
214	0.860000
215	0.869400
216	0.862800
217	0.857800
218	0.863400
219	0.867000
220	0.869800
221	0.873200
222	0.879200
223	0.874000
224	0.869000
225	0.865400
226	0.867000
227	0.867000
228	0.872800
229	0.874000
230	0.872800
231	0.867600
232	0.875200
233	0.876400
234	0.873000
235	0.860400
236	0.866400
237	0.869600
238	0.867400
239	0.874000
240	0.869400
241	0.873800
242	0.869400
243	0.881000
244	0.872600
245	0.866800
246	0.872800
247	0.864200
248	0.864800
249	0.857800
250	0.869600
251	0.867200
252	0.862200
253	0.867200
254	0.873800
255	0.867600
256	0.868600
257	0.867600
258	0.873400
259	0.869200
260	0.875800
261	0.873400
262	0.873200
263	0.869800
264	0.864000
265	0.871200
266	0.871800
267	0.871000
