0	1.000000
1	0.970800
2	0.956000
3	0.944200
4	0.947400
5	0.948400
6	0.948800
7	0.948000
8	0.948200
9	0.947600
10	0.945000
11	0.940800
12	0.945000
13	0.945800
14	0.944000
15	0.946000
16	0.947600
17	0.946800
18	0.949800
19	0.945200
20	0.948000
21	0.940200
22	0.940800
23	0.946600
24	0.944000
25	0.946600
26	0.944200
27	0.943400
28	0.945400
29	0.944200
30	0.942800
31	0.943600
32	0.943000
33	0.943600
34	0.938800
35	0.942600
36	0.945600
37	0.945200
38	0.944400
39	0.942000
40	0.945200
41	0.948000
42	0.945800
43	0.950400
44	0.949000
45	0.948600
46	0.950800
47	0.942600
48	0.946000
49	0.947200
50	0.944400
51	0.944600
52	0.940200
53	0.942000
54	0.940200
55	0.941000
56	0.943400
57	0.943000
58	0.946400
59	0.945200
60	0.944800
61	0.949800
62	0.949600
63	0.953400
64	0.945800
65	0.948600
66	0.945000
67	0.950800
68	0.951000
69	0.949800
70	0.945600
71	0.949000
72	0.951200
73	0.949400
74	0.955800
75	0.952400
76	0.948200
77	0.946800
78	0.948000
79	0.947200
80	0.943600
81	0.946800
82	0.943000
83	0.946000
84	0.943800
85	0.941800
86	0.942600
87	0.944800
88	0.942800
89	0.944800
90	0.947400
91	0.945200
92	0.945200
93	0.942400
94	0.938200
95	0.938000
96	0.949000
97	0.941800
98	0.941200
99	0.937400
100	0.943800
101	0.946200
102	0.944000
103	0.943000
104	0.945200
105	0.940800
106	0.948800
107	0.947200
108	0.952000
109	0.954200
110	0.946600
111	0.943000
112	0.945200
113	0.945200
114	0.949600
115	0.951400
116	0.947400
117	0.943800
118	0.945400
119	0.939200
120	0.947200
121	0.948800
122	0.941200
123	0.943800
124	0.946000
125	0.938400
126	0.945800
127	0.946200
128	0.940200
129	0.938600
130	0.943600
131	0.943600
132	0.943000
133	0.942200
134	0.944600
135	0.945800
136	0.942400
137	0.945800
138	0.938400
139	0.945600
140	0.946600
141	0.943400
142	0.953000
143	0.947400
144	0.940800
145	0.945200
146	0.943200
147	0.940800
148	0.945800
149	0.951200
150	0.953000
151	0.952000
152	0.947800
153	0.945400
154	0.941000
155	0.944600
156	0.949400
157	0.948200
158	0.945200
159	0.946400
160	0.945400
161	0.941200
162	0.945800
