total_casualties,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,LATITUDE,LONGITUDE,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,crash_week_of_year,BOROUGH_BRONX,BOROUGH_BROOKLYN,BOROUGH_MANHATTAN,BOROUGH_QUEENS,BOROUGH_STATEN ISLAND,BOROUGH_Unknown
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.03239228476240763,-0.04037001636893658,1.3538428422997375,-0.7001901599240701,-0.6478963222661233,-1.2203904746697998,-1.328435667266368,0.5393042720236877,1.0508783738397134,0.0,1.0,0.0,0.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.02910680166891159,-0.04932607250838837,1.3538428422997375,-0.7001901599240701,-1.1428909287162092,0.926435105909705,0.9946124607962016,1.0289924529864267,1.118380838757475,0.0,1.0,0.0,0.0,0.0,0.0
1.4642950322641142,1.6127217695671745,-0.0258284999100813,0.037141737829409965,-0.032125604825759324,1.5870666305843781,-0.38325460635528275,-0.030648144072712064,1.4566572370517525,-1.328435667266368,0.5393042720236877,1.118380838757475,0.0,1.0,0.0,0.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.11131703935388669,-0.048730173848073835,0.6959503792143614,-1.0962610025288144,0.5866000341206995,-1.2203904746697996,1.2363590883464697,-0.5896695831428116,0.91587344400419,0.0,0.0,1.0,0.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.08130065037019221,-0.0525026554175917,0.6959503792143614,-1.0962610025288144,-1.417592210905072,-0.26496320820608327,-0.6962340904437658,-1.211633982462603,-1.1092005035286592,0.0,0.0,1.0,0.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.06461739810444966,-0.022708794123445886,1.0498996838570487,-0.9433833636274518,-1.417592210905072,-0.26496320820608327,0.5328980808428658,1.358627975316382,-0.36667338943328115,0.0,0.0,0.0,1.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.07232616478898522,-0.039684864731333834,-0.9548346534759916,-0.38325460635528374,1.0815946405707848,0.9264351059097053,0.26314207274291335,1.4454432633874172,-1.7842251527062756,0.0,0.0,0.0,1.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.03892375333844052,-0.05257124560186644,-0.06371840210597425,-1.0962610025288146,0.5866000341206995,-1.2203904746697996,1.3345498691692246,-0.3177215199245456,-0.29917092451551947,0.0,0.0,0.0,0.0,0.0,1.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.05147142620207248,-0.03815015935819672,0.6959503792143614,-1.0962610025288144,-0.030648144072712064,1.4566572370517525,0.12323170608114069,-1.3843737162692091,-0.771688178939851,0.0,0.0,0.0,1.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.045087939016194165,-0.03267992068685899,-0.4176677067486615,-0.9433833636274523,-1.1428909287162092,0.926435105909705,-1.3993006128900995,0.25856196443883944,-1.5817177579529906,0.0,1.0,0.0,0.0,0.0,0.0
1.4642950322641142,1.6127217695671745,-0.0258284999100813,0.10993776482570156,-0.04155071065348747,-0.41766770674866255,1.7071743745648664,-1.1428909287162092,0.926435105909705,1.0868094089917864,-0.8357763679480771,0.91587344400419,1.0,0.0,0.0,0.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.0,0.0,-0.4176677067486615,-0.9433833636274523,-0.030648144072712064,1.4566572370517525,-1.0308708906402302,1.0289924529864265,-1.514215293035229,0.0,0.0,0.0,0.0,0.0,1.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.08261780592841408,-0.051414364971917856,1.5870666305843781,-0.38325460635528275,1.0815946405707848,0.9264351059097053,-1.2039266215291875,0.7996675357422238,1.3883906984285215,0.0,0.0,1.0,0.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.07643481400180586,-0.05929094021748945,-0.9548346534759925,1.1470456172926968,-1.417592210905072,-0.26496320820608327,1.37736180935624,-0.031065763953976665,-1.4467128281174673,0.0,0.0,1.0,0.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.06417215230817097,-0.013756703354021576,-0.7216108651913506,-0.7001901599240707,-0.6478963222661233,-1.2203904746697998,1.2921772374223393,0.5393042720236877,-0.29917092451551947,0.0,0.0,0.0,1.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.06810485761762818,-0.04660389957000332,-0.4176677067486615,-0.9433833636274523,-0.6478963222661233,-1.2203904746697998,1.37736180935624,-0.031065763953976665,1.455893163346283,0.0,0.0,0.0,0.0,0.0,1.0
1.4642950322641142,1.6127217695671745,-0.0258284999100813,0.03608037418580426,-0.02513088500563008,1.5870666305843781,1.147045617292698,0.5866000341206995,-1.2203904746697996,-1.4136202392002688,-0.031065763953976696,1.32088823351076,0.0,0.0,0.0,0.0,0.0,1.0
1.4642950322641142,1.6127217695671745,-0.0258284999100813,0.08007487792096703,-0.024487852028058543,0.31611598855419326,-1.1484047181792736,-0.030648144072712064,1.4566572370517525,0.5328980808428658,1.358627975316382,0.8483709790864283,0.0,0.0,0.0,0.0,0.0,1.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.037236128142874345,-0.05985466579449303,1.783683379159903,0.38189550546870743,1.3562959227596478,-0.26496320820608293,1.37736180935624,-0.031065763953976665,0.91587344400419,0.0,0.0,0.0,0.0,0.0,1.0
1.4642950322641142,1.6127217695671745,-0.0258284999100813,0.021021910007281524,-0.049336789724681585,1.7336772329599055,-0.014175337136036812,0.5866000341206995,-1.2203904746697996,-0.9282818423933245,-1.045966233654096,0.10584386499105035,0.0,1.0,0.0,0.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.03775341219550624,-0.025496213474622834,1.7336772329599055,-0.014175337136036812,-1.417592210905072,-0.26496320820608327,-0.15949013592516909,-1.3843737162692091,-1.6492202228707522,0.0,0.0,0.0,1.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.051262268398578094,-0.005889194873431562,1.7336772329599055,-0.014175337136036812,0.5866000341206995,-1.2203904746697996,0.26314207274291335,1.4454432633874172,-0.6366832491043277,0.0,0.0,0.0,1.0,0.0,0.0
-0.49766165430473347,-0.5105931426653433,-0.0258284999100813,0.10995078108386107,-0.02887762382161474,1.0498996838570487,-0.9433833636274518,-0.030648144072712064,1.4566572370517525,0.5328980808428658,1.358627975316382,1.455893163346283,0.0,0.0,0.0,0.0,0.0,1.0
